cid,cname,section,activity,chours,gender,status,days,time,location,fexamday,fexamtime,fexamdate,instructor
107 سلم,اخلاقيات المهنة,77004,محاضرة,2,الرياض- طلاب,مغلقة,['5'],['  10:00 ص - 11:50 ص'],['  0140 04 1 A 111'],2,10:30 ص - 12:30 م,1443-10-29,حسين معلوى حسين ال الذئب الشهرانى
107 سلم,اخلاقيات المهنة,80322,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],[' '],2,10:30 ص - 12:30 م,1443-10-29,عبدالمحسن عبدالله سليمان التخيفى
107 سلم,اخلاقيات المهنة,80323,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  10:00 ص - 11:50 ص'],[' '],2,10:30 ص - 12:30 م,1443-10-29,العربى محمد محمد الادريسى
122 بحث,مقدمة في بحوث العمليات,34243,محاضرة,3,الرياض- طلاب,مفتوحة,['1'],['  10:00 ص - 11:50 ص'],['  0140 04 1 A 113'],2,08:00 ص - 11:00 ص,1443-11-07,عبدالرزاق عبدالغفار
122 بحث,مقدمة في بحوث العمليات,34244,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  10:00 ص - 11:50 ص'],['  0140 04 1 A 113'],---,---,---,عبدالرزاق عبدالغفار
122 بحث,مقدمة في بحوث العمليات,78545,محاضرة,3,الرياض- طلاب,مغلقة,['1'],['  08:00 ص - 09:50 ص'],['  0140 04 G A 144'],2,08:00 ص - 11:00 ص,1443-11-07,عبدالرزاق عبدالغفار
122 بحث,مقدمة في بحوث العمليات,78546,تمارين,,الرياض- طلاب,مغلقة,['3'],['  08:00 ص - 09:50 ص'],['  0140 04 G A 144'],---,---,---,عبدالرزاق عبدالغفار
105 سلم,حقوق الإنسان,46672,محاضرة,2,الرياض- طلاب,مفتوحة,['1'],['  10:00 ص - 11:50 ص'],['  0129 29 1 A 011'],1,08:00 ص - 10:00 ص,1443-10-28,عمر شريف رزق السلمى
105 سلم,حقوق الإنسان,46680,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,خالد عبدالله مسفر البشر
105 سلم,حقوق الإنسان,46686,محاضرة,2,الرياض- طلاب,مفتوحة,['4'],['  03:00 م - 04:50 م'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,خالد عبدالله مسفر البشر
105 سلم,حقوق الإنسان,46782,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عبدالعزيز عبدالله رشيد المبدل
105 سلم,حقوق الإنسان,46783,محاضرة,2,الرياض- طلاب,مغلقة,['5'],['  08:00 ص - 09:50 ص'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,وليد عبدالرحمن عبدالله الحمدان
105 سلم,حقوق الإنسان,46784,محاضرة,2,الرياض- طلاب,مغلقة,['1'],['  01:00 م - 02:50 م'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عمر شريف رزق السلمى
105 سلم,حقوق الإنسان,46837,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  06:00 م - 07:50 م'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عبدالله سليمان عبدالله الشايع
105 سلم,حقوق الإنسان,47211,محاضرة,2,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],['  0125 02 1 A 003'],1,08:00 ص - 10:00 ص,1443-10-28,خالد عبدالله مسفر البشر
105 سلم,حقوق الإنسان,49389,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  08:00 ص - 09:50 ص'],['  0101 67 G B 003'],1,08:00 ص - 10:00 ص,1443-10-28,صالح حمود عبدالله التويجرى
105 سلم,حقوق الإنسان,49390,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],['  0101 67 G B 005'],1,08:00 ص - 10:00 ص,1443-10-28,عادل محمد عبدالرحمن العبيسى
105 سلم,حقوق الإنسان,53795,محاضرة,2,الرياض- طلاب,مفتوحة,['5'],['  08:00 ص - 09:50 ص'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عبدالله صالح عبدالعزيز السيف
105 سلم,حقوق الإنسان,54492,محاضرة,2,الرياض- طلاب,مغلقة,['1'],['  01:00 م - 02:50 م'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عبدالله سليمان عبدالله الشايع
105 سلم,حقوق الإنسان,55729,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],['  0145 03 1 A 046/2'],1,08:00 ص - 10:00 ص,1443-10-28,عادل محمد عبدالرحمن العبيسى
105 سلم,حقوق الإنسان,57145,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],['  0115 14 1 A 065'],1,08:00 ص - 10:00 ص,1443-10-28,صالح حمود عبدالله التويجرى
105 سلم,حقوق الإنسان,67316,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],['  0129 29 1 A 009'],1,08:00 ص - 10:00 ص,1443-10-28,عائض سعد عائض الدوسرى
105 سلم,حقوق الإنسان,67374,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  03:00 م - 04:50 م'],['  0129 29 1 A 021'],1,08:00 ص - 10:00 ص,1443-10-28,احمد مانع محمد المانع
105 سلم,حقوق الإنسان,76988,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عبدالله سليمان عبدالله الشايع
105 سلم,حقوق الإنسان,76989,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  04:00 م - 05:50 م'],['  0115 14 1 A 054'],1,08:00 ص - 10:00 ص,1443-10-28,خالد عبدالله مسفر البشر
105 سلم,حقوق الإنسان,76990,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عائض سعد عائض الدوسرى
105 سلم,حقوق الإنسان,76991,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  10:00 ص - 11:50 ص'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عبدالله عبدالعزيز عبدالله العنقرى
105 سلم,حقوق الإنسان,76992,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  10:00 ص - 11:50 ص'],['  0111 09 1 A 4'],1,08:00 ص - 10:00 ص,1443-10-28,عبدالملك مرشود لفيان العتيبى
105 سلم,حقوق الإنسان,80320,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  10:00 ص - 11:50 ص'],[' '],1,08:00 ص - 10:00 ص,1443-10-28,عادل محمد عبدالرحمن العبيسى
105 سلم,حقوق الإنسان,80321,محاضرة,2,الرياض- طلاب,مفتوحة,['1'],['  01:00 م - 02:50 م'],['  0120 15 1 B 001'],1,08:00 ص - 10:00 ص,1443-10-28,بندر عبدالله سالم الجعفرى العنزى
108 سلم,قضايا معاصرة,46689,محاضرة,2,الرياض- طلاب,مغلقة,['5'],['  03:00 م - 04:50 م'],[' '],3,01:00 م - 03:00 م,1443-11-01,عبدالعزيز غويزي ربيعان المطيري
108 سلم,قضايا معاصرة,46690,محاضرة,2,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],['  0110 16 1 B 026'],3,01:00 م - 03:00 م,1443-11-01,صالح غرم الله حسن ال حسن الغامدى
108 سلم,قضايا معاصرة,46706,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  03:00 م - 04:50 م'],['  0146 32 G A 091'],3,01:00 م - 03:00 م,1443-11-01,صالح غرم الله حسن ال حسن الغامدى
108 سلم,قضايا معاصرة,46926,محاضرة,2,الرياض- طلاب,مغلقة,['1'],['  03:00 م - 04:50 م'],[' '],3,01:00 م - 03:00 م,1443-11-01,محمد فوزان محمد الفوزان
108 سلم,قضايا معاصرة,46928,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  03:00 م - 04:50 م'],[' '],3,01:00 م - 03:00 م,1443-11-01,محمد فوزان محمد الفوزان
108 سلم,قضايا معاصرة,54423,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  08:00 ص - 09:50 ص'],[' '],3,01:00 م - 03:00 م,1443-11-01,صالح غرم الله حسن ال حسن الغامدى
108 سلم,قضايا معاصرة,57148,محاضرة,2,الرياض- طلاب,مغلقة,['5'],['  01:00 م - 02:50 م'],['  0115 14 1 A 065'],3,01:00 م - 03:00 م,1443-11-01,عبدالعزيز غويزي ربيعان المطيري
108 سلم,قضايا معاصرة,58569,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  03:00 م - 04:50 م'],['  0140 05 1 A 016'],3,01:00 م - 03:00 م,1443-11-01,محمد فوزان محمد الفوزان
108 سلم,قضايا معاصرة,71224,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  04:00 م - 05:50 م'],['  0130 23 2 A 115'],3,01:00 م - 03:00 م,1443-11-01,عبدالعزيز غويزي ربيعان المطيري
102 سلم,الأسرة في الإسلام,42047,محاضرة,2,الرياض- طلاب,مفتوحة,['1'],['  08:00 ص - 09:50 ص'],['  0146 32 G A 091'],1,10:30 ص - 12:30 م,1443-10-28,عبدالرحمن على سليمان الطريقى
102 سلم,الأسرة في الإسلام,42050,محاضرة,2,الرياض- طلاب,مفتوحة,['5'],['  01:00 م - 02:50 م'],['  0115 14 1 A 067'],1,10:30 ص - 12:30 م,1443-10-28,بندر شارع خالد العتيبى
102 سلم,الأسرة في الإسلام,42053,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  04:00 م - 05:50 م'],['  0115 14 1 A 067'],1,10:30 ص - 12:30 م,1443-10-28,خالد عبدالله مسفر البشر
102 سلم,الأسرة في الإسلام,42054,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  10:00 ص - 11:50 ص'],['  0101 67 G B 117'],1,10:30 ص - 12:30 م,1443-10-28,بندر شارع خالد العتيبى
102 سلم,الأسرة في الإسلام,42055,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0101 67 G B 041'],1,10:30 ص - 12:30 م,1443-10-28,محمد قينان عبدالرحمن النتيفات
102 سلم,الأسرة في الإسلام,42059,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],['  0145 03 1 A 052'],1,10:30 ص - 12:30 م,1443-10-28,احمد مانع محمد المانع
102 سلم,الأسرة في الإسلام,42061,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  03:00 م - 04:50 م'],['  0145 03 1 B 013'],1,10:30 ص - 12:30 م,1443-10-28,عبدالكريم حمود عبدالله التويجري
102 سلم,الأسرة في الإسلام,42062,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0145 03 1 A 046/1'],1,10:30 ص - 12:30 م,1443-10-28,عبدالكريم حمود عبدالله التويجري
102 سلم,الأسرة في الإسلام,42063,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],['  0140 04 1 B 026'],1,10:30 ص - 12:30 م,1443-10-28,بندر شارع خالد العتيبى
102 سلم,الأسرة في الإسلام,42064,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  10:00 ص - 11:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,عبدالرحمن علي محمد المزعل
102 سلم,الأسرة في الإسلام,42069,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],['  0101 67 G B 041'],1,10:30 ص - 12:30 م,1443-10-28,عبدالله برجس جفين الدوسرى
102 سلم,الأسرة في الإسلام,42074,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,عبدالكريم حمود عبدالله التويجري
102 سلم,الأسرة في الإسلام,42077,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  04:00 م - 05:50 م'],['  0115 14 1 A 063'],1,10:30 ص - 12:30 م,1443-10-28,د. عبدالمجيد يوسف محمد المطلق
102 سلم,الأسرة في الإسلام,42079,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],['  0101 67 G B 005'],1,10:30 ص - 12:30 م,1443-10-28,محمد فوزان محمد الفوزان
102 سلم,الأسرة في الإسلام,42083,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  10:00 ص - 11:50 ص'],['  0115 14 1 A 068'],1,10:30 ص - 12:30 م,1443-10-28,عبدالله برجس جفين الدوسرى
102 سلم,الأسرة في الإسلام,42090,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  04:00 م - 05:50 م'],['  0110 16 1 B 028'],1,10:30 ص - 12:30 م,1443-10-28,عبدالله ابراهيم عبدالله الناصر
102 سلم,الأسرة في الإسلام,42095,محاضرة,2,الرياض- طلاب,مفتوحة,['5'],['  08:00 ص - 09:50 ص'],['  0125 02 1 A 003'],1,10:30 ص - 12:30 م,1443-10-28,حسن محمد عبه جي
102 سلم,الأسرة في الإسلام,42096,محاضرة,2,الرياض- طلاب,مفتوحة,['5'],['  10:00 ص - 11:50 ص'],['  0188 06 1 B 001'],1,10:30 ص - 12:30 م,1443-10-28,حسن محمد عبه جي
102 سلم,الأسرة في الإسلام,42105,محاضرة,2,الرياض- طلاب,مفتوحة,['4'],['  08:00 ص - 09:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,عبدالرحمن على سليمان الطريقى
102 سلم,الأسرة في الإسلام,42107,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,عبدالعزيز غويزي ربيعان المطيري
102 سلم,الأسرة في الإسلام,42110,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],['  0146 32 G A 091'],1,10:30 ص - 12:30 م,1443-10-28,العربى محمد محمد الادريسى
102 سلم,الأسرة في الإسلام,42281,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,عبدالله برجس جفين الدوسرى
102 سلم,الأسرة في الإسلام,42282,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  10:00 ص - 11:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,عبدالله برجس جفين الدوسرى
102 سلم,الأسرة في الإسلام,46677,محاضرة,2,الرياض- طلاب,مفتوحة,['1'],['  10:00 ص - 11:50 ص'],['  0188 88 1 F 138'],1,10:30 ص - 12:30 م,1443-10-28,عبدالرحمن على سليمان الطريقى
102 سلم,الأسرة في الإسلام,46760,محاضرة,2,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],['  0115 14 1 A 067'],1,10:30 ص - 12:30 م,1443-10-28,محمد سعد محمد المقرن
102 سلم,الأسرة في الإسلام,46761,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,سلطان عبدالله على الحمدان
102 سلم,الأسرة في الإسلام,53884,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,محمد فوزان محمد الفوزان
102 سلم,الأسرة في الإسلام,54430,محاضرة,2,الرياض- طلاب,مغلقة,['1'],['  01:00 م - 02:50 م'],[' '],1,10:30 ص - 12:30 م,1443-10-28,فلاح سعود فلاح العريفى
102 سلم,الأسرة في الإسلام,54489,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],['  0101 67 G B 003'],1,10:30 ص - 12:30 م,1443-10-28,ابراهيم صالح عبدالعزيز بن عجلان
102 سلم,الأسرة في الإسلام,56884,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  04:00 م - 05:50 م'],['  0130 23 1 B 027'],1,10:30 ص - 12:30 م,1443-10-28,عبدالمجيد عبدالرحمن عبدالله الدرويش
102 سلم,الأسرة في الإسلام,57111,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  08:00 ص - 09:50 ص'],['  0129 29 1 A 021'],1,10:30 ص - 12:30 م,1443-10-28,عبدالله فهد ابراهيم الحيد
102 سلم,الأسرة في الإسلام,57640,محاضرة,2,الرياض- طلاب,مفتوحة,['1'],['  10:00 ص - 11:50 ص'],['  0115 14 1 A 060'],1,10:30 ص - 12:30 م,1443-10-28,عائض سعد عائض الدوسرى
102 سلم,الأسرة في الإسلام,58561,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],['  0101 67 G B 003'],1,10:30 ص - 12:30 م,1443-10-28,لم يحدد من الكلية
102 سلم,الأسرة في الإسلام,60105,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  10:00 ص - 11:50 ص'],['  0155 36 1 B 008'],1,10:30 ص - 12:30 م,1443-10-28,لم يحدد من الكلية
102 سلم,الأسرة في الإسلام,76978,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  08:00 ص - 09:50 ص'],['  0130 23 G A 108'],1,10:30 ص - 12:30 م,1443-10-28,عبدالرحمن علي محمد المزعل
102 سلم,الأسرة في الإسلام,76979,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],['  0101 67 G B 041'],1,10:30 ص - 12:30 م,1443-10-28,لم يحدد من الكلية
102 سلم,الأسرة في الإسلام,76980,محاضرة,2,الرياض- طلاب,مغلقة,['1'],['  10:00 ص - 11:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,فلاح سعود فلاح العريفى
102 سلم,الأسرة في الإسلام,76981,محاضرة,2,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],['  0145 03 1 A 046/3'],1,10:30 ص - 12:30 م,1443-10-28,عبدالرحمن علي محمد المزعل
102 سلم,الأسرة في الإسلام,76982,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],[' '],1,10:30 ص - 12:30 م,1443-10-28,عبدالله سليمان عبدالله الشايع
102 سلم,الأسرة في الإسلام,76983,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],['  0129 29 1 A 021'],1,10:30 ص - 12:30 م,1443-10-28,لم يحدد من الكلية
102 سلم,الأسرة في الإسلام,76984,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0145 03 1 A 054'],1,10:30 ص - 12:30 م,1443-10-28,محمد تركى سليمان التركى
102 سلم,الأسرة في الإسلام,76985,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],['  0140 04 G A 144'],1,10:30 ص - 12:30 م,1443-10-28,عبدالله سليمان عبدالله الشايع
102 سلم,الأسرة في الإسلام,76986,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  08:00 ص - 09:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,سعد فلاح عبدالعزيز العريفى
102 سلم,الأسرة في الإسلام,76987,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],['  0140 04 1 A 075'],1,10:30 ص - 12:30 م,1443-10-28,ابراهيم صالح عبدالعزيز بن عجلان
103 سلم,النظام الاقتصادي الإسلامي,42130,محاضرة,2,الرياض- طلاب,مغلقة,['5'],['  08:00 ص - 09:50 ص'],['  0115 14 1 A 054'],1,10:30 ص - 12:30 م,1443-10-28,حسين معلوى حسين ال الذئب الشهرانى
103 سلم,النظام الاقتصادي الإسلامي,42132,محاضرة,2,الرياض- طلاب,مغلقة,['5'],['  01:00 م - 02:50 م'],['  0115 14 1 A 068'],1,10:30 ص - 12:30 م,1443-10-28,علي عبدالعزيز احمد الخضيري
103 سلم,النظام الاقتصادي الإسلامي,42162,محاضرة,2,الرياض- طلاب,مغلقة,['1'],['  04:00 م - 05:50 م'],[' '],1,10:30 ص - 12:30 م,1443-10-28,محمد قينان عبدالرحمن النتيفات
103 سلم,النظام الاقتصادي الإسلامي,42165,محاضرة,2,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],['  0101 67 G B 005'],1,10:30 ص - 12:30 م,1443-10-28,علي عبدالعزيز احمد الخضيري
103 سلم,النظام الاقتصادي الإسلامي,42168,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],['  0101 67 G B 096'],1,10:30 ص - 12:30 م,1443-10-28,علي ناصر صالح السحيباني
103 سلم,النظام الاقتصادي الإسلامي,42206,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  08:00 ص - 09:50 ص'],['  0110 16 1 B 019'],1,10:30 ص - 12:30 م,1443-10-28,لم يحدد من الكلية
103 سلم,النظام الاقتصادي الإسلامي,42207,محاضرة,2,الرياض- طلاب,مفتوحة,['2'],['  10:00 ص - 11:50 ص'],['  0110 16 1 B 061'],1,10:30 ص - 12:30 م,1443-10-28,احمد مانع محمد المانع
103 سلم,النظام الاقتصادي الإسلامي,42210,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],['  0110 16 1 A 038'],1,10:30 ص - 12:30 م,1443-10-28,صالح محمد صالح الفوزان
103 سلم,النظام الاقتصادي الإسلامي,42221,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  08:00 ص - 09:50 ص'],['  0188 06 1 B 001'],1,10:30 ص - 12:30 م,1443-10-28,احمد محمد عبدالكريم اللهيب
103 سلم,النظام الاقتصادي الإسلامي,42222,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  08:00 ص - 09:50 ص'],['  0188 06 1 B 001'],1,10:30 ص - 12:30 م,1443-10-28,لم يحدد من الكلية
103 سلم,النظام الاقتصادي الإسلامي,42232,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  03:00 م - 04:50 م'],[' '],1,10:30 ص - 12:30 م,1443-10-28,عمر شريف رزق السلمى
103 سلم,النظام الاقتصادي الإسلامي,42283,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  08:00 ص - 09:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,سلطان فهد حمد الطبيشى
103 سلم,النظام الاقتصادي الإسلامي,42284,محاضرة,2,الرياض- طلاب,مفتوحة,['3'],['  10:00 ص - 11:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,صالح محمد صالح الفوزان
103 سلم,النظام الاقتصادي الإسلامي,42498,محاضرة,2,الرياض- طلاب,مغلقة,['1'],['  04:00 م - 05:50 م'],['  0130 23 1 B 027'],1,10:30 ص - 12:30 م,1443-10-28,بندر عبدالله سالم الجعفرى العنزى
103 سلم,النظام الاقتصادي الإسلامي,45234,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  08:00 ص - 10:00 ص'],['  0101 67 G B 005'],1,10:30 ص - 12:30 م,1443-10-28,عبدالله ابراهيم عبدالله الناصر
103 سلم,النظام الاقتصادي الإسلامي,46762,محاضرة,2,الرياض- طلاب,مفتوحة,['4'],['  08:00 ص - 09:50 ص'],[' '],1,10:30 ص - 12:30 م,1443-10-28,احمد محمد عبدالكريم اللهيب
103 سلم,النظام الاقتصادي الإسلامي,46763,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],[' '],1,10:30 ص - 12:30 م,1443-10-28,فهد عبدالعزيز مقحم العسكر
100 سلم,دراسات في السيرة النبوية,46675,محاضرة,2,الرياض- طلاب,مفتوحة,['1'],['  08:00 ص - 09:50 ص'],[' '],3,01:00 م - 03:00 م,1443-11-01,عبدالله سليمان عبدالله الشايع
100 سلم,دراسات في السيرة النبوية,46701,محاضرة,2,الرياض- طلاب,مغلقة,['5'],['  08:00 ص - 09:50 ص'],['  0146 32 G A 085'],3,01:00 م - 03:00 م,1443-11-01,عبدالله سليمان عبدالله الشايع
100 سلم,دراسات في السيرة النبوية,46757,محاضرة,2,الرياض- طلاب,مغلقة,['1'],['  08:00 ص - 09:50 ص'],[' '],3,01:00 م - 03:00 م,1443-11-01,احمد مانع محمد المانع
100 سلم,دراسات في السيرة النبوية,47208,محاضرة,2,الرياض- طلاب,مفتوحة,['1'],['  10:00 ص - 11:50 ص'],['  0186 02 1 A 2122'],3,01:00 م - 03:00 م,1443-11-01,عبدالله سليمان عبدالله الشايع
100 سلم,دراسات في السيرة النبوية,47209,محاضرة,2,الرياض- طلاب,مفتوحة,['1'],['  08:00 ص - 09:50 ص'],['  0186 02 g A 2022'],3,01:00 م - 03:00 م,1443-11-01,تركى محمد عبدالله الحقبانى
100 سلم,دراسات في السيرة النبوية,49387,محاضرة,2,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],['  0101 67 G B 041'],3,01:00 م - 03:00 م,1443-11-01,احمد مانع محمد المانع
100 سلم,دراسات في السيرة النبوية,49388,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  03:00 م - 04:50 م'],['  0101 67 G B 003'],3,01:00 م - 03:00 م,1443-11-01,تركى محمد عبدالله الحقبانى
100 سلم,دراسات في السيرة النبوية,54421,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],[' '],3,01:00 م - 03:00 م,1443-11-01,تركى محمد عبدالله الحقبانى
100 سلم,دراسات في السيرة النبوية,54428,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],[' '],3,01:00 م - 03:00 م,1443-11-01,تركى محمد عبدالله الحقبانى
100 سلم,دراسات في السيرة النبوية,55728,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0145 03 1 B 014'],3,01:00 م - 03:00 م,1443-11-01,تركى محمد عبدالله الحقبانى
100 سلم,دراسات في السيرة النبوية,57142,محاضرة,2,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0115 14 1 A 063'],3,01:00 م - 03:00 م,1443-11-01,احمد مانع محمد المانع
100 سلم,دراسات في السيرة النبوية,58568,محاضرة,2,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],['  0140 05 1 A 016'],3,01:00 م - 03:00 م,1443-11-01,عادل محمد عبدالرحمن العبيسى
100 سلم,دراسات في السيرة النبوية,62663,محاضرة,2,الرياض- طلاب,مغلقة,['5'],['  08:00 ص - 09:50 ص'],['  0115 14 1 A 068'],3,01:00 م - 03:00 م,1443-11-01,تركى محمد عبدالله الحقبانى
100 سلم,دراسات في السيرة النبوية,77712,محاضرة,2,الرياض- طلاب,مفتوحة,['5'],['  01:00 م - 02:50 م'],['  0155 36 1 B 008'],3,01:00 م - 03:00 م,1443-11-01,عادل محمد عبدالرحمن العبيسى
215 عال,"البرمجة الإجرائية بلغة ""C""",37633,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3'],['  09:00 ص - 09:50 ص'],['  0160 31 1 B 093'],5,01:00 م - 04:00 م,1443-11-03,محمد جاويد يوسف
215 عال,"البرمجة الإجرائية بلغة ""C""",37634,عملي,,الرياض- طلاب,مفتوحة,['1'],['  01:00 م - 02:50 م'],['  0160 31 G A 080'],---,---,---,احمد جعفر الفنوش الشبلي
215 عال,"البرمجة الإجرائية بلغة ""C""",57165,عملي,,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],['  0160 31 G A 080'],---,---,---,محمد جاويد يوسف
215 عال,"البرمجة الإجرائية بلغة ""C""",37635,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 009'],5,01:00 م - 04:00 م,1443-11-03,احمد جعفر الفنوش الشبلي
