cid,cname,section,activity,chours,gender,status,days,time,location,fexamday,fexamtime,fexamdate,instructor
151 ريض,الرياضيات المحددة,32343,محاضرة,3,الرياض- طلاب,مغلقة,"['4', '2']","['  08:00 ص - 08:50 ص', '  08:00 ص - 09:50 ص']","['  0160 31 1 A 033', '  0160 31 1 A 033']",2,08:00 ص - 11:00 ص,1443-11-14,لم يحدد من الكلية
151 ريض,الرياضيات المحددة,32344,تمارين,,الرياض- طلاب,مغلقة,['1'],['  01:00 م - 02:50 م'],[' '],---,---,---,لم يحدد من الكلية
151 ريض,الرياضيات المحددة,32345,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 011'],2,08:00 ص - 11:00 ص,1443-11-14,المنصف بن سالم بوعزيز
151 ريض,الرياضيات المحددة,32346,تمارين,,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],['  0140 04 1 A 072'],---,---,---,مالك عبدالرحمن زين العابدين
108 كيم,مقدمه في الكيمياء العضوية,1470,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0140 05 1 A 071'],3,08:00 ص - 11:00 ص,1443-11-08,هاني عبدالمنعم محمد الهمشري
108 كيم,مقدمه في الكيمياء العضوية,1471,عملي,,الرياض- طلاب,مفتوحة,['1'],['  01:00 م - 02:50 م'],['  0140 05 1 A 047'],---,---,---,عبدالله عبدالله ادم محمد
108 كيم,مقدمه في الكيمياء العضوية,72832,عملي,,الرياض- طلاب,مفتوحة,['1'],['  01:00 م - 02:50 م'],['  0140 05 1 A 049'],---,---,---,بدر محمد حمود ثامر
108 كيم,مقدمه في الكيمياء العضوية,30393,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  02:00 م - 02:50 م'],['  0140 05 1 A 078'],3,08:00 ص - 11:00 ص,1443-11-08,حمد عبدالله فهد اللحيدان
108 كيم,مقدمه في الكيمياء العضوية,30394,عملي,,الرياض- طلاب,مفتوحة,['3'],['  03:00 م - 04:50 م'],['  0140 05 1 A 047'],---,---,---,محمد علي محمد علي
108 كيم,مقدمه في الكيمياء العضوية,72833,عملي,,الرياض- طلاب,مفتوحة,['3'],['  03:00 م - 04:50 م'],['  0140 05 1 B 049'],---,---,---,أحمد محمد توفيق محمد
108 كيم,مقدمه في الكيمياء العضوية,80537,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0140 05 1 B 011'],3,08:00 ص - 11:00 ص,1443-11-08,عبود احمد عوض باحجاج
108 كيم,مقدمه في الكيمياء العضوية,80539,عملي,,الرياض- طلاب,مفتوحة,['1'],['  01:00 م - 02:50 م'],['  0140 05 1 A 051'],---,---,---,عبدالرحمن اسامه عزت عبدالرحمن
108 كيم,مقدمه في الكيمياء العضوية,80538,عملي,,الرياض- طلاب,مفتوحة,['1'],['  01:00 م - 02:50 م'],['  0140 05 1 A 053'],---,---,---,محمد علي محمد علي
244 ريض,الجبر الخطي,5577,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  10:00 ص - 10:50 ص'],[' '],1,08:00 ص - 11:00 ص,1443-11-06,لم يحدد من الكلية
244 ريض,الجبر الخطي,5578,تمارين,,الرياض- طلاب,مغلقة,['5'],['  01:00 م - 02:50 م'],[' '],---,---,---,لم يحدد من الكلية
244 ريض,الجبر الخطي,13702,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 04 1 A 075'],1,08:00 ص - 11:00 ص,1443-11-06,منصور علي عبدالله اليزيدي
244 ريض,الجبر الخطي,13703,تمارين,,الرياض- طلاب,مغلقة,['3'],['  03:00 م - 04:50 م'],['  0140 04 1 B 022'],---,---,---,عبدالله ناصر عبدالله بن عنيق
244 ريض,الجبر الخطي,20555,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 036'],1,08:00 ص - 11:00 ص,1443-11-06,محمد البوصيرى محمد جلالي
244 ريض,الجبر الخطي,20556,تمارين,,الرياض- طلاب,مغلقة,['4'],['  10:00 ص - 11:50 ص'],['  0140 04 1 B 041'],---,---,---,عاطف محمود محمد على
244 ريض,الجبر الخطي,20557,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0140 04 1 B 022'],1,08:00 ص - 11:00 ص,1443-11-06,خالد حمد عبدالله الشعلان
244 ريض,الجبر الخطي,20558,تمارين,,الرياض- طلاب,مغلقة,['4'],['  10:00 ص - 11:50 ص'],['  0140 04 1 A 111'],---,---,---,عبدالله ناصر عبدالله بن عنيق
244 ريض,الجبر الخطي,20561,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  01:00 م - 01:50 م'],['  0140 04 1 A 033'],1,08:00 ص - 11:00 ص,1443-11-06,فداء ابراهيم
244 ريض,الجبر الخطي,20562,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  03:00 م - 04:50 م'],['  0140 04 1 A 075'],---,---,---,انور جميل عبدالعزيز النجار
244 ريض,الجبر الخطي,20565,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0140 04 1 B 045/1'],1,08:00 ص - 11:00 ص,1443-11-06,خالد حمد عبدالله الشعلان
244 ريض,الجبر الخطي,20566,تمارين,,الرياض- طلاب,مغلقة,['4'],['  10:00 ص - 11:50 ص'],['  0140 04 1 B 027'],---,---,---,ابراهيم عبدالله محمد الدويغري
244 ريض,الجبر الخطي,20569,محاضرة,3,الرياض- طلاب,مفتوحة,"['5', '1 3']","['  01:00 م - 01:50 م', '  01:00 م - 01:50 م']","['  0140 04 1 B 021', '  0140 04 1 B 022']",1,08:00 ص - 11:00 ص,1443-11-06,فتحي بن محمد بوزفور
244 ريض,الجبر الخطي,20570,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],['  0140 04 1 A 113'],---,---,---,عاطف محمود محمد على
244 ريض,الجبر الخطي,34767,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0140 04 1 B 023'],1,08:00 ص - 11:00 ص,1443-11-06,احمد حميد شراري
244 ريض,الجبر الخطي,34768,تمارين,,الرياض- طلاب,مفتوحة,['1'],['  01:00 م - 02:50 م'],['  0140 04 1 A 113'],---,---,---,عاطف محمود محمد على
244 ريض,الجبر الخطي,37839,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0160 31 1 A 009'],1,08:00 ص - 11:00 ص,1443-11-06,محمد البوصيرى محمد جلالي
244 ريض,الجبر الخطي,37840,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  08:00 ص - 09:50 ص'],['  0140 04 1 A 100'],---,---,---,عاطف محمود محمد على
244 ريض,الجبر الخطي,42466,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 018'],1,08:00 ص - 11:00 ص,1443-11-06,برهان بن سالم الحلواني
244 ريض,الجبر الخطي,42467,تمارين,,الرياض- طلاب,مغلقة,['2'],['  10:00 ص - 11:50 ص'],['  0140 04 1 B 027'],---,---,---,عاطف محمود محمد على
244 ريض,الجبر الخطي,48388,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0140 04 G A 142'],1,08:00 ص - 11:00 ص,1443-11-06,تركى محمد عبدالله السريهيد
244 ريض,الجبر الخطي,80978,تمارين,,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0140 04 1 A 101'],---,---,---,لم يحدد من الكلية
244 ريض,الجبر الخطي,48389,تمارين,,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0140 04 1 A 096'],---,---,---,عاطف محمود محمد على
244 ريض,الجبر الخطي,50634,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  02:00 م - 02:50 م'],['  0140 04 1 B 024'],1,08:00 ص - 11:00 ص,1443-11-06,فتحي بن محمد بوزفور
244 ريض,الجبر الخطي,50635,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],['  0140 04 1 B 024'],---,---,---,ابراهيم عبدالله محمد الدويغري
244 ريض,الجبر الخطي,64541,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  02:00 م - 02:50 م'],['  0160 31 1 B 091'],1,08:00 ص - 11:00 ص,1443-11-06,اخلاق احمد سديقي اشتياق احمد سديقي
244 ريض,الجبر الخطي,64542,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  03:00 م - 04:50 م'],['  0140 04 1 A 074'],---,---,---,عبدالله ناصر عبدالله بن عنيق
244 ريض,الجبر الخطي,64547,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 050'],1,08:00 ص - 11:00 ص,1443-11-06,شايع وقيان زيد الدوسري
244 ريض,الجبر الخطي,64548,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  10:00 ص - 11:50 ص'],['  0140 04 1 A 071'],---,---,---,سامي حميد عبدالله سيف
244 ريض,الجبر الخطي,64557,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 024'],1,08:00 ص - 11:00 ص,1443-11-06,اخلاق احمد سديقي اشتياق احمد سديقي
244 ريض,الجبر الخطي,64558,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  03:00 م - 04:50 م'],['  0140 04 1 A 097'],---,---,---,انور جميل عبدالعزيز النجار
244 ريض,الجبر الخطي,64559,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  01:00 م - 01:50 م'],['  0160 31 1 A 041'],1,08:00 ص - 11:00 ص,1443-11-06,اخلاق احمد سديقي اشتياق احمد سديقي
244 ريض,الجبر الخطي,64560,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],['  0140 04 1 A 097'],---,---,---,عبدالله ناصر عبدالله بن عنيق
244 ريض,الجبر الخطي,67265,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0140 04 1 A 111'],1,08:00 ص - 11:00 ص,1443-11-06,فتحي بن محمد بوزفور
244 ريض,الجبر الخطي,67266,تمارين,,الرياض- طلاب,مغلقة,['2'],['  03:00 م - 04:50 م'],['  0140 04 1 A 111'],---,---,---,ابراهيم عبدالله محمد الدويغري
244 ريض,الجبر الخطي,80544,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 04 1 A 077'],1,08:00 ص - 11:00 ص,1443-11-06,فداء ابراهيم
244 ريض,الجبر الخطي,80545,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  03:00 م - 04:50 م'],['  0140 04 1 A 109'],---,---,---,ابراهيم عبدالله محمد الدويغري
212 عال,تراكيب البيانات,12306,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 050'],7,01:00 م - 04:00 م,1443-11-05,ناصر عبدالله صالح السدحان
212 عال,تراكيب البيانات,12307,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 01:50 م'],['  0160 31 1 A 001'],---,---,---,مشعل خالد ابراهيم الدخيل
212 عال,تراكيب البيانات,12308,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 B 090'],7,01:00 م - 04:00 م,1443-11-05,ناصر عبدالله صالح السدحان
212 عال,تراكيب البيانات,12309,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 01:50 م'],['  0160 31 1 A 052'],---,---,---,مشعل خالد ابراهيم الدخيل
212 عال,تراكيب البيانات,12312,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 030'],7,01:00 م - 04:00 م,1443-11-05,ناصر عبدالله صالح السدحان
212 عال,تراكيب البيانات,12313,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  03:00 م - 03:50 م'],['  0160 31 1 A 013'],---,---,---,مشعل خالد ابراهيم الدخيل
212 عال,تراكيب البيانات,21300,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 013'],7,01:00 م - 04:00 م,1443-11-05,محمد رشود محمد السلمي
212 عال,تراكيب البيانات,21301,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  03:00 م - 03:50 م'],['  0160 31 1 A 010'],---,---,---,مشعل خالد ابراهيم الدخيل
212 عال,تراكيب البيانات,32637,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 047'],7,01:00 م - 04:00 م,1443-11-05,سعيد أحمد كراش
212 عال,تراكيب البيانات,32638,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 048'],---,---,---,مشعل خالد ابراهيم الدخيل
212 عال,تراكيب البيانات,37025,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 010'],7,01:00 م - 04:00 م,1443-11-05,سعيد أحمد كراش
212 عال,تراكيب البيانات,37026,تمارين,,الرياض- طلاب,مفتوحة,['5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 009'],---,---,---,مشعل خالد ابراهيم الدخيل
212 عال,تراكيب البيانات,37027,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 033'],7,01:00 م - 04:00 م,1443-11-05,محمد رشود محمد السلمي
212 عال,تراكيب البيانات,37028,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  02:00 م - 02:50 م'],['  0160 31 1 A 009'],---,---,---,مشعل خالد ابراهيم الدخيل
212 عال,تراكيب البيانات,37637,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0160 31 1 A 036'],7,01:00 م - 04:00 م,1443-11-05,عزام محمد عبدالله السديس
212 عال,تراكيب البيانات,37638,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 048'],---,---,---,مشعل خالد ابراهيم الدخيل
212 عال,تراكيب البيانات,77840,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 024'],7,01:00 م - 04:00 م,1443-11-05,سعيد أحمد كراش
212 عال,تراكيب البيانات,77841,تمارين,,الرياض- طلاب,مفتوحة,['1'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 013'],---,---,---,مشعل خالد ابراهيم الدخيل
201 فيز,فيزياء رياضية (1),1059,محاضرة,3,الرياض- طلاب,مفتوحة,['4'],['  08:00 ص - 09:50 ص'],['  0140 04 1 A 008'],1,01:00 م - 04:00 م,1443-11-06,حامد عبدالرزاق ابراهيم السويدان
201 فيز,فيزياء رياضية (1),29661,تمارين,,الرياض- طلاب,مفتوحة,['1 3'],['  09:00 ص - 09:50 ص'],['  0140 05 1 A 016'],---,---,---,حامد عبدالرزاق ابراهيم السويدان
201 فيز,فيزياء رياضية (1),51116,محاضرة,3,الرياض- طلاب,مغلقة,['1'],['  08:00 ص - 09:50 ص'],['  0140 05 1 B 023'],1,01:00 م - 04:00 م,1443-11-06,ابوعزه المحمدى
201 فيز,فيزياء رياضية (1),51117,تمارين,,الرياض- طلاب,مغلقة,['3'],['  08:00 ص - 09:50 ص'],['  0140 05 1 B 013'],---,---,---,ابوعزه المحمدى
201 فيز,فيزياء رياضية (1),66135,محاضرة,3,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],['  0140 04 1 B 026'],1,01:00 م - 04:00 م,1443-11-06,عبدالحى صلاح محمد عبدالكريم
201 فيز,فيزياء رياضية (1),66136,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  03:00 م - 04:50 م'],['  0140 04 1 B 026'],---,---,---,عبدالحى صلاح محمد عبدالكريم
324 نال,الأساليب الحديثة لبرمجة التطبيقات,12536,محاضرة,3,الرياض- طلاب,مفتوحة,['2'],['  10:00 ص - 11:50 ص'],['  0160 31 1 A 034'],2,08:00 ص - 11:00 ص,1443-11-07,عبدالعزيز صالح على المصلوخ
324 نال,الأساليب الحديثة لبرمجة التطبيقات,12537,عملي,,الرياض- طلاب,مفتوحة,['4'],['  10:00 ص - 11:50 ص'],['  0160 31 G A 035'],---,---,---,محمد عبدالكريم عبدالرحمن الناجم
324 نال,الأساليب الحديثة لبرمجة التطبيقات,12538,محاضرة,3,الرياض- طلاب,مفتوحة,['2'],['  08:00 ص - 09:50 ص'],['  0160 31 1 A 010'],2,08:00 ص - 11:00 ص,1443-11-07,عبدالعزيز صالح على المصلوخ
324 نال,الأساليب الحديثة لبرمجة التطبيقات,12539,عملي,,الرياض- طلاب,مفتوحة,['4'],['  08:00 ص - 09:50 ص'],['  0160 31 G A 035'],---,---,---,محمد عبدالكريم عبدالرحمن الناجم
324 نال,الأساليب الحديثة لبرمجة التطبيقات,71659,محاضرة,3,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],['  0160 31 1 A 020'],2,08:00 ص - 11:00 ص,1443-11-07,عبدالعزيز صالح على المصلوخ
324 نال,الأساليب الحديثة لبرمجة التطبيقات,71660,عملي,,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],['  0160 31 G A 035'],---,---,---,محمد عبدالكريم عبدالرحمن الناجم
311 عال,تصميم وتحليل الخوارزميات,11436,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 018'],5,08:00 ص - 11:00 ص,1443-11-03,محمد ماهر صلاح الدين اسماعيل
311 عال,تصميم وتحليل الخوارزميات,11437,تمارين,,الرياض- طلاب,مغلقة,['1'],['  01:00 م - 01:50 م'],['  0160 31 1 A 003'],---,---,---,احمد محمد زكي عبدالرؤوف الرجوب
311 عال,تصميم وتحليل الخوارزميات,35556,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 034'],5,08:00 ص - 11:00 ص,1443-11-03,محمد ماهر صلاح الدين اسماعيل
311 عال,تصميم وتحليل الخوارزميات,35557,تمارين,,الرياض- طلاب,مغلقة,['5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 031'],---,---,---,وسام عاطف خالد حتامله
311 عال,تصميم وتحليل الخوارزميات,67117,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 064'],5,08:00 ص - 11:00 ص,1443-11-03,بندر محمد عويبد المويسي السلمي
311 عال,تصميم وتحليل الخوارزميات,67118,تمارين,,الرياض- طلاب,مغلقة,['3'],['  03:00 م - 03:50 م'],['  0160 31 1 A 051'],---,---,---,بندر محمد عويبد المويسي السلمي
311 عال,تصميم وتحليل الخوارزميات,73883,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 060'],5,08:00 ص - 11:00 ص,1443-11-03,بندر محمد عويبد المويسي السلمي
311 عال,تصميم وتحليل الخوارزميات,73884,تمارين,,الرياض- طلاب,مغلقة,['3'],['  04:00 م - 04:50 م'],['  0160 31 1 A 022'],---,---,---,بندر محمد عويبد المويسي السلمي
429 عال,أمن الحاسبات,60233,محاضرة,3,الرياض- طلاب,مفتوحة,"['3', '1']","['  02:00 م - 02:50 م', '  02:00 م - 03:50 م']","['  0160 31 1 A 026', '  0160 31 1 A 026']",7,01:00 م - 04:00 م,1443-11-05,محمد حمود سليمان المشيقح
429 عال,أمن الحاسبات,60234,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  03:00 م - 03:50 م'],['  0160 31 1 A 026'],---,---,---,محمد حمود سليمان المشيقح
429 عال,أمن الحاسبات,74022,محاضرة,3,الرياض- طلاب,مفتوحة,"['3', '1']","['  04:00 م - 04:50 م', '  04:00 م - 05:50 م']","['  0160 31 1 A 026', '  0160 31 1 A 026']",7,01:00 م - 04:00 م,1443-11-05,محمد حمود سليمان المشيقح
429 عال,أمن الحاسبات,74023,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  05:00 م - 05:50 م'],['  0160 31 1 A 020'],---,---,---,محمد حمود سليمان المشيقح
429 عال,أمن الحاسبات,80880,محاضرة,3,الرياض- طلاب,مفتوحة,"['4', '2']","['  04:00 م - 04:50 م', '  04:00 م - 05:50 م']","['  0160 31 1 A 060', '  0160 31 1 A 060']",7,01:00 م - 04:00 م,1443-11-05,رشيد سعيد صمودة
429 عال,أمن الحاسبات,80881,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  05:00 م - 05:50 م'],['  0160 31 1 A 060'],---,---,---,رشيد سعيد صمودة
457 عال,تقنيات الانترنت,11473,محاضرة,3,الرياض- طلاب,مغلقة,"['3', '1']","['  02:00 م - 02:50 م', '  02:00 م - 03:50 م']","['  0160 31 1 A 062', '  0160 31 1 A 062']",4,01:00 م - 04:00 م,1443-11-02,ايهاب عبدالعزيز محمد الرسن
457 عال,تقنيات الانترنت,11474,تمارين,,الرياض- طلاب,مغلقة,['3'],['  03:00 م - 03:50 م'],['  0160 31 G A 024'],---,---,---,ايهاب عبدالعزيز محمد الرسن
457 عال,تقنيات الانترنت,74026,محاضرة,3,الرياض- طلاب,مغلقة,"['1', '3']","['  04:00 م - 04:50 م', '  04:00 م - 05:50 م']","['  0160 31 1 A 011', '  0160 31 1 A 011']",4,01:00 م - 04:00 م,1443-11-02,ايهاب عبدالعزيز محمد الرسن
457 عال,تقنيات الانترنت,74027,تمارين,,الرياض- طلاب,مغلقة,['1'],['  05:00 م - 05:50 م'],['  0160 31 1 A 011'],---,---,---,ايهاب عبدالعزيز محمد الرسن
457 عال,تقنيات الانترنت,80875,محاضرة,3,الرياض- طلاب,مفتوحة,"['4', '2']","['  02:00 م - 02:50 م', '  02:00 م - 03:50 م']","['  0160 31 1 B 081', '  0160 31 1 B 081']",4,01:00 م - 04:00 م,1443-11-02,محمد جاويد يوسف
457 عال,تقنيات الانترنت,80876,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  03:00 م - 03:50 م'],['  0160 31 1 A 009'],---,---,---,محمد جاويد يوسف
491 هال,مواضيع مختارة فى هندسة الحاسبات,79397,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 B 092'],2,01:00 م - 03:00 م,1443-10-29,نايف صالح عبدالعزيز المخضوب
491 هال,مواضيع مختارة فى هندسة الحاسبات,79398,تمارين,,الرياض- طلاب,مغلقة,['3'],['  06:00 م - 06:50 م'],['  0160 31 1 A 011'],---,---,---,نايف صالح عبدالعزيز المخضوب
370 نال,تراسل البيانات وشبكات الحاسب,12524,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 048'],4,08:00 ص - 11:00 ص,1443-11-02,اشرف عبدالحليم عبدالعال يوسف
370 نال,تراسل البيانات وشبكات الحاسب,12525,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  03:00 م - 03:50 م'],['  0160 31 1 A 010'],---,---,---,عبدالله بن عادل بن عبدالله الغفيلي
370 نال,تراسل البيانات وشبكات الحاسب,12526,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 032'],4,08:00 ص - 11:00 ص,1443-11-02,محمد شعيب رحيم الدين
370 نال,تراسل البيانات وشبكات الحاسب,12527,تمارين,,الرياض- طلاب,مغلقة,['2'],['  04:00 م - 04:50 م'],['  0160 31 1 A 010'],---,---,---,عبدالله بن عادل بن عبدالله الغفيلي
370 نال,تراسل البيانات وشبكات الحاسب,71669,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0160 31 1 B 095'],4,08:00 ص - 11:00 ص,1443-11-02,اشرف عبدالحليم عبدالعال يوسف
370 نال,تراسل البيانات وشبكات الحاسب,71670,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  05:00 م - 05:50 م'],['  0160 31 1 A 018'],---,---,---,عبدالله بن عادل بن عبدالله الغفيلي
361 عال,الذكاء الاصطناعي,11453,محاضرة,3,الرياض- طلاب,مفتوحة,"['4', '2']","['  08:00 ص - 08:50 ص', '  08:00 ص - 09:50 ص']","['  0160 31 1 A 003', '  0160 31 1 A 003']",7,08:00 ص - 11:00 ص,1443-11-05,يوسف احمد محمد العوهلى
361 عال,الذكاء الاصطناعي,11454,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 003'],---,---,---,يوسف احمد محمد العوهلى
361 عال,الذكاء الاصطناعي,35561,محاضرة,3,الرياض- طلاب,مفتوحة,"['4', '2']","['  10:00 ص - 10:50 ص', '  10:00 ص - 11:50 ص']","['  0160 31 1 A 041', '  0160 31 1 A 041']",7,08:00 ص - 11:00 ص,1443-11-05,يوسف احمد محمد العوهلى
361 عال,الذكاء الاصطناعي,35562,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 041'],---,---,---,يوسف احمد محمد العوهلى
361 عال,الذكاء الاصطناعي,80567,محاضرة,3,الرياض- طلاب,مفتوحة,"['2', '4']","['  10:00 ص - 10:50 ص', '  10:00 ص - 11:50 ص']","['  0160 31 1 A 014', '  0160 31 1 A 014']",7,08:00 ص - 11:00 ص,1443-11-05,حسن اسماعيل حسن مذكور
361 عال,الذكاء الاصطناعي,80568,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 009'],---,---,---,حسن اسماعيل حسن مذكور
423 كهر,انتشار الموجات والهوائيات,5662,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0145 03 1 C 018'],3,01:00 م - 04:00 م,1443-11-01,حمزة كوتي فيتي كالادي
423 كهر,انتشار الموجات والهوائيات,5671,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 01:50 م'],['  0145 03 1 B 018'],---,---,---,حمزة كوتي فيتي كالادي
113 عال,برمجة حاسبات -2-,11365,محاضرة,4,الرياض- طلاب,مغلقة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 032'],7,08:00 ص - 11:00 ص,1443-11-12,كمال الدين حفناوى احمد هوام
113 عال,برمجة حاسبات -2-,11366,تمارين,,الرياض- طلاب,مغلقة,['3'],['  08:00 ص - 08:50 ص'],['  0160 31 1 A 013'],---,---,---,مشعل خالد ابراهيم الدخيل
113 عال,برمجة حاسبات -2-,77945,عملي,,الرياض- طلاب,مغلقة,['5'],['  01:00 م - 02:50 م'],[' '],---,---,---,عبدالرحمن خالد عبدالله الشميمري
113 عال,برمجة حاسبات -2-,77944,عملي,,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],[' '],---,---,---,عبدالرحمن خالد عبدالله الشميمري
113 عال,برمجة حاسبات -2-,11397,محاضرة,4,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 009'],7,08:00 ص - 11:00 ص,1443-11-12,كمال الدين حفناوى احمد هوام
